Formula,A_Number,B_Number,C_Number,ABC_sum_Number,ABC_mean_Number,ABC_reduce_Number,ABC_min_Number,ABC_max_Number,ABC_range_Number,A/B_Number,A/C_Number,B/C_Number,A_MendeleevNumber,B_MendeleevNumber,C_MendeleevNumber,ABC_sum_MendeleevNumber,ABC_mean_MendeleevNumber,ABC_reduce_MendeleevNumber,ABC_min_MendeleevNumber,ABC_max_MendeleevNumber,ABC_range_MendeleevNumber,A/B_MendeleevNumber,A/C_MendeleevNumber,B/C_MendeleevNumber,A_AtomicWeight,B_AtomicWeight,C_AtomicWeight,ABC_sum_AtomicWeight,ABC_mean_AtomicWeight,ABC_reduce_AtomicWeight,ABC_min_AtomicWeight,ABC_max_AtomicWeight,ABC_range_AtomicWeight,A/B_AtomicWeight,A/C_AtomicWeight,B/C_AtomicWeight,A_MeltingT,B_MeltingT,C_MeltingT,ABC_sum_MeltingT,ABC_mean_MeltingT,ABC_reduce_MeltingT,ABC_min_MeltingT,ABC_max_MeltingT,ABC_range_MeltingT,A/B_MeltingT,A/C_MeltingT,B/C_MeltingT,A_ Column,B_ Column,C_ Column,ABC_sum_ Column,ABC_mean_ Column,ABC_reduce_ Column,ABC_min_ Column,ABC_max_ Column,ABC_range_ Column,A/B_ Column,A/C_ Column,B/C_ Column,A_Row,B_Row,C_Row,ABC_sum_Row,ABC_mean_Row,ABC_reduce_Row,ABC_min_Row,ABC_max_Row,ABC_range_Row,A/B_Row,A/C_Row,B/C_Row,A_CovalentRadius,B_CovalentRadius,C_CovalentRadius,ABC_sum_CovalentRadius,ABC_mean_CovalentRadius,ABC_reduce_CovalentRadius,ABC_min_CovalentRadius,ABC_max_CovalentRadius,ABC_range_CovalentRadius,A/B_CovalentRadius,A/C_CovalentRadius,B/C_CovalentRadius,A_Electronegativity,B_Electronegativity,C_Electronegativity,ABC_sum_Electronegativity,ABC_mean_Electronegativity,ABC_reduce_Electronegativity,ABC_min_Electronegativity,ABC_max_Electronegativity,ABC_range_Electronegativity,A/B_Electronegativity,A/C_Electronegativity,B/C_Electronegativity,A_NsValence,B_NsValence,C_NsValence,ABC_sum_NsValence,ABC_mean_NsValence,ABC_reduce_NsValence,ABC_min_NsValence,ABC_max_NsValence,ABC_range_NsValence,A/B_NsValence,A/C_NsValence,B/C_NsValence,A_NpValence,B_NpValence,C_NpValence,ABC_sum_NpValence,ABC_mean_NpValence,ABC_reduce_NpValence,ABC_min_NpValence,ABC_max_NpValence,ABC_range_NpValence,A/B_NpValence,A/C_NpValence,B/C_NpValence,A_NdValence,B_NdValence,C_NdValence,ABC_sum_NdValence,ABC_mean_NdValence,ABC_reduce_NdValence,ABC_min_NdValence,ABC_max_NdValence,ABC_range_NdValence,A/B_NdValence,A/C_NdValence,B/C_NdValence,A_NfValence,B_NfValence,C_NfValence,ABC_sum_NfValence,ABC_mean_NfValence,ABC_reduce_NfValence,ABC_min_NfValence,ABC_max_NfValence,ABC_range_NfValence,A/B_NfValence,A/C_NfValence,B/C_NfValence,A_NValence,B_NValence,C_NValence,ABC_sum_NValence,ABC_mean_NValence,ABC_reduce_NValence,ABC_min_NValence,ABC_max_NValence,ABC_range_NValence,A/B_NValence,A/C_NValence,B/C_NValence,A_NsUnfilled,B_NsUnfilled,C_NsUnfilled,ABC_sum_NsUnfilled,ABC_mean_NsUnfilled,ABC_reduce_NsUnfilled,ABC_min_NsUnfilled,ABC_max_NsUnfilled,ABC_range_NsUnfilled,A/B_NsUnfilled,A/C_NsUnfilled,B/C_NsUnfilled,A_NpUnfilled,B_NpUnfilled,C_NpUnfilled,ABC_sum_NpUnfilled,ABC_mean_NpUnfilled,ABC_reduce_NpUnfilled,ABC_min_NpUnfilled,ABC_max_NpUnfilled,ABC_range_NpUnfilled,A/B_NpUnfilled,A/C_NpUnfilled,B/C_NpUnfilled,A_NdUnfilled,B_NdUnfilled,C_NdUnfilled,ABC_sum_NdUnfilled,ABC_mean_NdUnfilled,ABC_reduce_NdUnfilled,ABC_min_NdUnfilled,ABC_max_NdUnfilled,ABC_range_NdUnfilled,A/B_NdUnfilled,A/C_NdUnfilled,B/C_NdUnfilled,A_NfUnfilled,B_NfUnfilled,C_NfUnfilled,ABC_sum_NfUnfilled,ABC_mean_NfUnfilled,ABC_reduce_NfUnfilled,ABC_min_NfUnfilled,ABC_max_NfUnfilled,ABC_range_NfUnfilled,A/B_NfUnfilled,A/C_NfUnfilled,B/C_NfUnfilled,A_NUnfilled,B_NUnfilled,C_NUnfilled,ABC_sum_NUnfilled,ABC_mean_NUnfilled,ABC_reduce_NUnfilled,ABC_min_NUnfilled,ABC_max_NUnfilled,ABC_range_NUnfilled,A/B_NUnfilled,A/C_NUnfilled,B/C_NUnfilled,A_GSvolume_pa,B_GSvolume_pa,C_GSvolume_pa,ABC_sum_GSvolume_pa,ABC_mean_GSvolume_pa,ABC_reduce_GSvolume_pa,ABC_min_GSvolume_pa,ABC_max_GSvolume_pa,ABC_range_GSvolume_pa,A/B_GSvolume_pa,A/C_GSvolume_pa,B/C_GSvolume_pa,A_GSbandgap,B_GSbandgap,C_GSbandgap,ABC_sum_GSbandgap,ABC_mean_GSbandgap,ABC_reduce_GSbandgap,ABC_min_GSbandgap,ABC_max_GSbandgap,ABC_range_GSbandgap,A/B_GSbandgap,A/C_GSbandgap,B/C_GSbandgap,A_GSmagmom,B_GSmagmom,C_GSmagmom,ABC_sum_GSmagmom,ABC_mean_GSmagmom,ABC_reduce_GSmagmom,ABC_min_GSmagmom,ABC_max_GSmagmom,ABC_range_GSmagmom,A/B_GSmagmom,A/C_GSmagmom,B/C_GSmagmom,A_SpaceGroupNumber,B_SpaceGroupNumber,C_SpaceGroupNumber,ABC_sum_SpaceGroupNumber,ABC_mean_SpaceGroupNumber,ABC_reduce_SpaceGroupNumber,ABC_min_SpaceGroupNumber,ABC_max_SpaceGroupNumber,ABC_range_SpaceGroupNumber,A/B_SpaceGroupNumber,A/C_SpaceGroupNumber,B/C_SpaceGroupNumber
La0.6Nd0.1Ca0.15Sr0.15Mn0.95Fe0.05O3,48.9,25.05,24,97.95,19.59,5.39461,24,48.9,24.9,1.9521,2.0375,1.04375,11.95,52.15,261,325.1,65.02,8.74495,11.95,261,249.05,0.229147,0.0457854,0.199808,116.922,54.9834,47.9982,219.904,43.9808,11.2054,47.9982,116.922,68.924,2.1265,2.43597,1.14553,1169.95,1533.6,164.4,2867.95,573.59,50.6202,164.4,1533.6,1369.2,0.762878,7.11648,9.32847,2.7,7.05,48,57.75,11.55,1.73999,2.7,48,45.3,0.382979,0.05625,0.146875,5.55,4,6,15.55,3.11,1.07506,4,6,2,1.3875,0.925,0.666667,199.95,138.65,198,536.6,107.32,36.5428,138.65,199.95,61.3,1.44212,1.00985,0.700253,1.0665,1.564,10.32,12.9505,2.5901,0.535409,1.0665,10.32,9.2535,0.681905,0.103343,0.15155,2,2,6,10,2,0.666667,2,6,4,1,0.333333,0.333333,0,0,12,12,2.4,INF,0,12,12,INF,0,0,0.6,5.05,0,5.65,1.13,INF,0,5.05,5.05,0.118812,INF,INF,0.4,0,0,0.4,0.08,INF,0,0.4,0.4,INF,INF,INF,3,7.05,18,28.05,5.61,1.55801,3,18,15,0.425532,0.166667,0.391667,0,0,0,0,0,INF,0,0,0,INF,INF,INF,0,0,6,6,1.2,INF,0,6,6,INF,0,0,5.4,4.95,0,10.35,2.07,INF,0,5.4,5.4,1.09091,INF,INF,1,0,0,1,0.2,INF,0,1,1,INF,INF,INF,6.4,4.95,6,17.35,3.47,1.16513,4.95,6.4,1.45,1.29293,1.06667,0.825,39.4195,10.4997,27.315,77.2342,15.4468,4.33955,10.4997,39.4195,28.9198,3.75434,1.44314,0.384393,0,0,0,0,0,INF,0,0,0,INF,INF,INF,0,0.105828,0,0.105828,0.0211656,INF,0,0.105828,0.105828,0,INF,INF,203.3,217.6,36,456.9,91.38,10.7703,36,217.6,181.6,0.934283,5.64722,6.04444
La0.9Pb0.1Mn1O3,59.5,25,24,108.5,21.7,5.50035,24,59.5,35.5,2.38,2.47917,1.04167,19.8,52,261,332.8,66.56,12.3107,19.8,261,241.2,0.380769,0.0758621,0.199234,145.735,54.938,47.9982,248.671,49.7342,11.4199,47.9982,145.735,97.7367,2.65271,3.03626,1.14459,1133.76,1519,164.4,2817.16,563.432,50.5343,164.4,1519,1354.6,0.746386,6.89636,9.23966,4.1,7,48,59.1,11.82,2.22588,4.1,48,43.9,0.585714,0.0854167,0.145833,6,4,6,16,3.2,1.09091,4,6,2,1.5,1,0.666667,200.9,139,198,537.9,107.58,36.5987,139,200.9,61.9,1.44532,1.01465,0.70202,1.223,1.55,10.32,13.093,2.6186,0.570281,1.223,10.32,9.097,0.789032,0.118508,0.150194,2,2,6,10,2,0.666667,2,6,4,1,0.333333,0.333333,0.2,0,12,12.2,2.44,0,0,12,12,INF,0.0166667,0,1.9,5,0,6.9,1.38,INF,0,5,5,0.38,INF,INF,1.4,0,0,1.4,0.28,INF,0,1.4,1.4,INF,INF,INF,5.5,7,18,30.5,6.1,2.03524,5.5,18,12.5,0.785714,0.305556,0.388889,0,0,0,0,0,INF,0,0,0,INF,INF,INF,0.4,0,6,6.4,1.28,0,0,6,6,INF,0.0666667,0,8.1,5,0,13.1,2.62,INF,0,8.1,8.1,1.62,INF,INF,0,0,0,0,0,INF,0,0,0,INF,INF,INF,8.5,5,6,19.5,3.9,1.22302,5,8.5,3.5,1.7,1.41667,0.833333,36.0188,10.4876,27.315,73.8213,14.7643,4.29288,10.4876,36.0188,25.5312,3.43442,1.31864,0.38395,0,0,0,0,0,INF,0,0,0,INF,INF,INF,0,0.000310121,0,0.000310121,6.20E-05,INF,0,0.000310121,0.000310121,0,INF,INF,197.1,217,36,450.1,90.02,10.7509,36,217,181,0.908295,5.475,6.02778
La0.8Pb0.2Mn1O3,62,25,24,111,22.2,5.52093,24,62,38,2.48,2.58333,1.04167,26.6,52,261,339.6,67.92,14.6372,26.6,261,234.4,0.511538,0.101916,0.199234,152.564,54.938,47.9982,255.501,51.1001,11.4601,47.9982,152.564,104.566,2.77703,3.17854,1.14459,1074.52,1519,164.4,2757.92,551.584,50.4105,164.4,1519,1354.6,0.707388,6.53602,9.23966,5.2,7,48,60.2,12.04,2.51468,5.2,48,42.8,0.742857,0.108333,0.145833,6,4,6,16,3.2,1.09091,4,6,2,1.5,1,0.666667,194.8,139,198,531.8,106.36,36.3911,139,198,59,1.40144,0.983838,0.70202,1.346,1.55,10.32,13.216,2.6432,0.595663,1.346,10.32,8.974,0.868387,0.130426,0.150194,2,2,6,10,2,0.666667,2,6,4,1,0.333333,0.333333,0.4,0,12,12.4,2.48,0,0,12,12,INF,0.0333333,0,2.8,5,0,7.8,1.56,INF,0,5,5,0.56,INF,INF,2.8,0,0,2.8,0.56,INF,0,2.8,2.8,INF,INF,INF,8,7,18,33,6.6,2.30137,7,18,11,1.14286,0.444444,0.388889,0,0,0,0,0,INF,0,0,0,INF,INF,INF,0.8,0,6,6.8,1.36,0,0,6,6,INF,0.133333,0,7.2,5,0,12.2,2.44,INF,0,7.2,7.2,1.44,INF,INF,0,0,0,0,0,INF,0,0,0,INF,INF,INF,8,5,6,19,3.8,1.21212,5,8,3,1.6,1.33333,0.833333,35.14,10.4876,27.315,72.9426,14.5885,4.28012,10.4876,35.14,24.6524,3.35063,1.28647,0.38395,0,0,0,0,0,INF,0,0,0,INF,INF,INF,0,0.000310121,0,0.000310121,6.20E-05,INF,0,0.000310121,0.000310121,0,INF,INF,200.2,217,36,453.2,90.64,10.76,36,217,181,0.922581,5.56111,6.02778
La0.7Pb0.3Mn1O3,64.5,25,24,113.5,22.7,5.54005,24,64.5,40.5,2.58,2.6875,1.04167,33.4,52,261,346.4,69.28,16.4839,33.4,261,227.6,0.642308,0.127969,0.199234,159.394,54.938,47.9982,262.33,52.466,11.4971,47.9982,159.394,111.396,2.90134,3.32083,1.14459,1015.28,1519,164.4,2698.68,539.737,50.2729,164.4,1519,1354.6,0.668389,6.17569,9.23966,6.3,7,48,61.3,12.26,2.74659,6.3,48,41.7,0.9,0.13125,0.145833,6,4,6,16,3.2,1.09091,4,6,2,1.5,1,0.666667,188.7,139,198,525.7,105.14,36.1727,139,198,59,1.35755,0.95303,0.70202,1.469,1.55,10.32,13.339,2.6678,0.618584,1.469,10.32,8.851,0.947742,0.142345,0.150194,2,2,6,10,2,0.666667,2,6,4,1,0.333333,0.333333,0.6,0,12,12.6,2.52,0,0,12,12,INF,0.05,0,3.7,5,0,8.7,1.74,INF,0,5,5,0.74,INF,INF,4.2,0,0,4.2,0.84,INF,0,4.2,4.2,INF,INF,INF,10.5,7,18,35.5,7.1,2.47059,7,18,11,1.5,0.583333,0.388889,0,0,0,0,0,INF,0,0,0,INF,INF,INF,1.2,0,6,7.2,1.44,0,0,6,6,INF,0.2,0,6.3,5,0,11.3,2.26,INF,0,6.3,6.3,1.26,INF,INF,0,0,0,0,0,INF,0,0,0,INF,INF,INF,7.5,5,6,18.5,3.7,1.2,5,7.5,2.5,1.5,1.25,0.833333,34.2612,10.4876,27.315,72.0638,14.4128,4.26679,10.4876,34.2612,23.7737,3.26684,1.2543,0.38395,0,0,0,0,0,INF,0,0,0,INF,INF,INF,0,0.000310121,0,0.000310121,6.20E-05,INF,0,0.000310121,0.000310121,0,INF,INF,203.3,217,36,456.3,91.26,10.7688,36,217,181,0.936866,5.64722,6.02778
La0.6Pb0.4Mn1O3,67,25,24,116,23.2,5.55786,24,67,43,2.68,2.79167,1.04167,40.2,52,261,353.2,70.64,17.9854,40.2,261,220.8,0.773077,0.154023,0.199234,166.223,54.938,47.9982,269.16,53.8319,11.5313,47.9982,166.223,118.225,3.02565,3.46311,1.14459,956.044,1519,164.4,2639.44,527.889,50.1191,164.4,1519,1354.6,0.62939,5.81535,9.23966,7.4,7,48,62.4,12.48,2.93692,7,48,41,1.05714,0.154167,0.145833,6,4,6,16,3.2,1.09091,4,6,2,1.5,1,0.666667,182.6,139,198,519.6,103.92,35.9425,139,198,59,1.31367,0.922222,0.70202,1.592,1.55,10.32,13.462,2.6924,0.639386,1.55,10.32,8.77,1.0271,0.154264,0.150194,2,2,6,10,2,0.666667,2,6,4,1,0.333333,0.333333,0.8,0,12,12.8,2.56,0,0,12,12,INF,0.0666667,0,4.6,5,0,9.6,1.92,INF,0,5,5,0.92,INF,INF,5.6,0,0,5.6,1.12,INF,0,5.6,5.6,INF,INF,INF,13,7,18,38,7.6,2.58768,7,18,11,1.85714,0.722222,0.388889,0,0,0,0,0,INF,0,0,0,INF,INF,INF,1.6,0,6,7.6,1.52,0,0,6,6,INF,0.266667,0,5.4,5,0,10.4,2.08,INF,0,5.4,5.4,1.08,INF,INF,0,0,0,0,0,INF,0,0,0,INF,INF,INF,7,5,6,18,3.6,1.18644,5,7,2,1.4,1.16667,0.833333,33.3825,10.4876,27.315,71.1851,14.237,4.25285,10.4876,33.3825,22.8949,3.18305,1.22213,0.38395,0,0,0,0,0,INF,0,0,0,INF,INF,INF,0,0.000310121,0,0.000310121,6.20E-05,INF,0,0.000310121,0.000310121,0,INF,INF,206.4,217,36,459.4,91.88,10.7774,36,217,181,0.951152,5.73333,6.02778
La0.5Pb0.5Mn1O3,69.5,25,24,118.5,23.7,5.57449,24,69.5,45.5,2.78,2.89583,1.04167,47,52,261,360,72,19.2302,47,261,214,0.903846,0.180077,0.199234,173.053,54.938,47.9982,275.989,55.1978,11.5629,47.9982,173.053,125.055,3.14996,3.6054,1.14459,896.805,1519,164.4,2580.21,516.041,49.9461,164.4,1519,1354.6,0.590392,5.45502,9.23966,8.5,7,48,63.5,12.7,3.09593,7,48,41,1.21429,0.177083,0.145833,6,4,6,16,3.2,1.09091,4,6,2,1.5,1,0.666667,176.5,139,198,513.5,102.7,35.6996,139,198,59,1.26978,0.891414,0.70202,1.715,1.55,10.32,13.585,2.717,0.65835,1.55,10.32,8.77,1.10645,0.166182,0.150194,2,2,6,10,2,0.666667,2,6,4,1,0.333333,0.333333,1,0,12,13,2.6,0,0,12,12,INF,0.0833333,0,5.5,5,0,10.5,2.1,INF,0,5.5,5.5,1.1,INF,INF,7,0,0,7,1.4,INF,0,7,7,INF,INF,INF,15.5,7,18,40.5,8.1,2.67351,7,18,11,2.21429,0.861111,0.388889,0,0,0,0,0,INF,0,0,0,INF,INF,INF,2,0,6,8,1.6,0,0,6,6,INF,0.333333,0,4.5,5,0,9.5,1.9,INF,0,5,5,0.9,INF,INF,0,0,0,0,0,INF,0,0,0,INF,INF,INF,6.5,5,6,17.5,3.5,1.17117,5,6.5,1.5,1.3,1.08333,0.833333,32.5037,10.4876,27.315,70.3063,14.0613,4.23825,10.4876,32.5037,22.0162,3.09926,1.18996,0.38395,0,0,0,0,0,INF,0,0,0,INF,INF,INF,0,0.000310121,0,0.000310121,6.20E-05,INF,0,0.000310121,0.000310121,0,INF,INF,209.5,217,36,462.5,92.5,10.7858,36,217,181,0.965438,5.81944,6.02778
La0.65Sr0.35Mn1O3,50.35,25,24,99.35,19.87,5.40947,24,50.35,26.35,2.014,2.09792,1.04167,11.25,52,261,324.25,64.85,8.36023,11.25,261,249.75,0.216346,0.0431034,0.199234,120.956,54.938,47.9982,223.892,44.7784,11.2395,47.9982,120.956,72.9574,2.20167,2.52,1.14459,1142.95,1519,164.4,2826.35,565.27,50.5525,164.4,1519,1354.6,0.752436,6.95225,9.23966,2.65,7,48,57.65,11.53,1.7161,2.65,48,45.35,0.378571,0.0552083,0.145833,5.65,4,6,15.65,3.13,1.07876,4,6,2,1.4125,0.941667,0.666667,202.8,139,198,539.8,107.96,36.6613,139,202.8,63.8,1.45899,1.02424,0.70202,1.0475,1.55,10.32,12.9175,2.5835,0.528957,1.0475,10.32,9.2725,0.675806,0.101502,0.150194,2,2,6,10,2,0.666667,2,6,4,1,0.333333,0.333333,0,0,12,12,2.4,INF,0,12,12,INF,0,0,0.65,5,0,5.65,1.13,INF,0,5,5,0.13,INF,INF,0,0,0,0,0,INF,0,0,0,INF,INF,INF,2.65,7,18,27.65,5.53,1.45585,2.65,18,15.35,0.378571,0.147222,0.388889,0,0,0,0,0,INF,0,0,0,INF,INF,INF,0,0,6,6,1.2,INF,0,6,6,INF,0,0,5.85,5,0,10.85,2.17,INF,0,5.85,5.85,1.17,INF,INF,0,0,0,0,0,INF,0,0,0,INF,INF,INF,5.85,5,6,16.85,3.37,1.14818,5,6,1,1.17,0.975,0.833333,42.9639,10.4876,27.315,80.7665,16.1533,4.37721,10.4876,42.9639,32.4763,4.09664,1.5729,0.38395,0,0,0,0,0,INF,0,0,0,INF,INF,INF,0,0.000310121,0,0.000310121,6.20E-05,INF,0,0.000310121,0.000310121,0,INF,INF,204.85,217,36,457.85,91.57,10.7732,36,217,181,0.944009,5.69028,6.02778
La0.55Pr0.1Sr0.35Mn1O3,50.55,25,24,99.55,19.91,5.41177,24,50.55,26.55,2.022,2.10625,1.04167,11.65,52,261,324.65,64.93,8.57913,11.65,261,249.35,0.224038,0.044636,0.199234,121.156,54.938,47.9982,224.092,44.8184,11.2412,47.9982,121.156,73.1576,2.20532,2.52417,1.14459,1144.05,1519,164.4,2827.45,565.49,50.5546,164.4,1519,1354.6,0.75316,6.95894,9.23966,2.65,7,48,57.65,11.53,1.7161,2.65,48,45.35,0.378571,0.0552083,0.145833,5.65,4,6,15.65,3.13,1.07876,4,6,2,1.4125,0.941667,0.666667,202.4,139,198,539.4,107.88,36.6482,139,202.4,63.4,1.45612,1.02222,0.70202,1.0505,1.55,10.32,12.9205,2.5841,0.529721,1.0505,10.32,9.2695,0.677742,0.101793,0.150194,2,2,6,10,2,0.666667,2,6,4,1,0.333333,0.333333,0,0,12,12,2.4,INF,0,12,12,INF,0,0,0.55,5,0,5.55,1.11,INF,0,5,5,0.11,INF,INF,0.3,0,0,0.3,0.06,INF,0,0.3,0.3,INF,INF,INF,2.85,7,18,27.85,5.57,1.51423,2.85,18,15.15,0.407143,0.158333,0.388889,0,0,0,0,0,INF,0,0,0,INF,INF,INF,0,0,6,6,1.2,INF,0,6,6,INF,0,0,4.95,5,0,9.95,1.99,INF,0,5,5,0.99,INF,INF,1.1,0,0,1.1,0.22,INF,0,1.1,1.1,INF,INF,INF,6.05,5,6,17.05,3.41,1.15568,5,6.05,1.05,1.21,1.00833,0.833333,42.8416,10.4876,27.315,80.6442,16.1288,4.37594,10.4876,42.8416,32.354,4.08498,1.56843,0.38395,0,0,0,0,0,INF,0,0,0,INF,INF,INF,0,0.000310121,0,0.000310121,6.20E-05,INF,0,0.000310121,0.000310121,0,INF,INF,204.85,217,36,457.85,91.57,10.7732,36,217,181,0.944009,5.69028,6.02778
La0.45Pr0.2Sr0.35Mn1O3,50.75,25,24,99.75,19.95,5.41406,24,50.75,26.75,2.03,2.11458,1.04167,12.05,52,261,325.05,65.01,8.7941,12.05,261,248.95,0.231731,0.0461686,0.199234,121.356,54.938,47.9982,224.292,44.8584,11.2429,47.9982,121.356,73.3578,2.20896,2.52834,1.14459,1145.15,1519,164.4,2828.55,565.71,50.5568,164.4,1519,1354.6,0.753884,6.96563,9.23966,2.65,7,48,57.65,11.53,1.7161,2.65,48,45.35,0.378571,0.0552083,0.145833,5.65,4,6,15.65,3.13,1.07876,4,6,2,1.4125,0.941667,0.666667,202,139,198,539,107.8,36.6351,139,202,63,1.45324,1.0202,0.70202,1.0535,1.55,10.32,12.9235,2.5847,0.530483,1.0535,10.32,9.2665,0.679677,0.102083,0.150194,2,2,6,10,2,0.666667,2,6,4,1,0.333333,0.333333,0,0,12,12,2.4,INF,0,12,12,INF,0,0,0.45,5,0,5.45,1.09,INF,0,5,5,0.09,INF,INF,0.6,0,0,0.6,0.12,INF,0,0.6,0.6,INF,INF,INF,3.05,7,18,28.05,5.61,1.56889,3.05,18,14.95,0.435714,0.169444,0.388889,0,0,0,0,0,INF,0,0,0,INF,INF,INF,0,0,6,6,1.2,INF,0,6,6,INF,0,0,4.05,5,0,9.05,1.81,INF,0,5,5,0.81,INF,INF,2.2,0,0,2.2,0.44,INF,0,2.2,2.2,INF,INF,INF,6.25,5,6,17.25,3.45,1.16279,5,6.25,1.25,1.25,1.04167,0.833333,42.7194,10.4876,27.315,80.522,16.1044,4.37466,10.4876,42.7194,32.2318,4.07333,1.56395,0.38395,0,0,0,0,0,INF,0,0,0,INF,INF,INF,0,0.000310121,0,0.000310121,6.20E-05,INF,0,0.000310121,0.000310121,0,INF,INF,204.85,217,36,457.85,91.57,10.7732,36,217,181,0.944009,5.69028,6.02778
La0.35Pr0.3Sr0.35Mn1O3,50.95,25,24,99.95,19.99,5.41632,24,50.95,26.95,2.038,2.12292,1.04167,12.45,52,261,325.45,65.09,9.00525,12.45,261,248.55,0.239423,0.0477011,0.199234,121.556,54.938,47.9982,224.492,44.8985,11.2446,47.9982,121.556,73.558,2.21261,2.53252,1.14459,1146.25,1519,164.4,2829.65,565.93,50.5589,164.4,1519,1354.6,0.754608,6.97232,9.23966,2.65,7,48,57.65,11.53,1.7161,2.65,48,45.35,0.378571,0.0552083,0.145833,5.65,4,6,15.65,3.13,1.07876,4,6,2,1.4125,0.941667,0.666667,201.6,139,198,538.6,107.72,36.6219,139,201.6,62.6,1.45036,1.01818,0.70202,1.0565,1.55,10.32,12.9265,2.5853,0.531242,1.0565,10.32,9.2635,0.681613,0.102374,0.150194,2,2,6,10,2,0.666667,2,6,4,1,0.333333,0.333333,0,0,12,12,2.4,INF,0,12,12,INF,0,0,0.35,5,0,5.35,1.07,INF,0,5,5,0.07,INF,INF,0.9,0,0,0.9,0.18,INF,0,0.9,0.9,INF,INF,INF,3.25,7,18,28.25,5.65,1.62018,3.25,18,14.75,0.464286,0.180556,0.388889,0,0,0,0,0,INF,0,0,0,INF,INF,INF,0,0,6,6,1.2,INF,0,6,6,INF,0,0,3.15,5,0,8.15,1.63,INF,0,5,5,0.63,INF,INF,3.3,0,0,3.3,0.66,INF,0,3.3,3.3,INF,INF,INF,6.45,5,6,17.45,3.49,1.16954,5,6.45,1.45,1.29,1.075,0.833333,42.5971,10.4876,27.315,80.3997,16.0799,4.37338,10.4876,42.5971,32.1095,4.06167,1.55948,0.38395,0,0,0,0,0,INF,0,0,0,INF,INF,INF,0,0.000310121,0,0.000310121,6.20E-05,INF,0,0.000310121,0.000310121,0,INF,INF,204.85,217,36,457.85,91.57,10.7732,36,217,181,0.944009,5.69028,6.02778
La0.7Sr0.1Ag0.2Mn1O3,53.1,25,24,102.1,20.42,5.43974,24,53.1,29.1,2.124,2.2125,1.04167,22.9,52,261,335.9,67.18,13.4421,22.9,261,238.1,0.440385,0.0877395,0.199234,127.569,54.938,47.9982,230.506,46.1011,11.2939,47.9982,127.569,79.5713,2.32206,2.6578,1.14459,1187.09,1519,164.4,2870.49,574.097,50.6357,164.4,1519,1354.6,0.781492,7.22072,9.23966,4.5,7,48,59.5,11.9,2.33875,4.5,48,43.5,0.642857,0.09375,0.145833,5.7,4,6,15.7,3.14,1.08057,4,6,2,1.425,0.95,0.666667,193.4,139,198,530.4,106.08,36.342,139,198,59,1.39137,0.976768,0.70202,1.251,1.55,10.32,13.121,2.6242,0.576296,1.251,10.32,9.069,0.807097,0.121221,0.150194,1.8,2,6,9.8,1.96,0.642857,1.8,6,4.2,0.9,0.3,0.333333,0,0,12,12,2.4,INF,0,12,12,INF,0,0,2.7,5,0,7.7,1.54,INF,0,5,5,0.54,INF,INF,0,0,0,0,0,INF,0,0,0,INF,INF,INF,4.5,7,18,29.5,5.9,1.8806,4.5,18,13.5,0.642857,0.25,0.388889,0.2,0,0,0.2,0.04,INF,0,0.2,0.2,INF,INF,INF,0,0,6,6,1.2,INF,0,6,6,INF,0,0,6.3,5,0,11.3,2.26,INF,0,6.3,6.3,1.26,INF,INF,0,0,0,0,0,INF,0,0,0,INF,INF,INF,6.5,5,6,17.5,3.5,1.17117,5,6.5,1.5,1.3,1.08333,0.833333,34.5172,10.4876,27.315,72.3198,14.464,4.27074,10.4876,34.5172,24.0297,3.29125,1.26367,0.38395,0,0,0,0,0,INF,0,0,0,INF,INF,INF,0,0.000310121,0,0.000310121,6.20E-05,INF,0,0.000310121,0.000310121,0,INF,INF,203.3,217,36,456.3,91.26,10.7688,36,217,181,0.936866,5.64722,6.02778
